,filename,Project_name,Project_desc,Date,Amount_loan,Currency_name,Year,Value,Amount_in_usd,Country_Code,Country,Region,Income_level,Topic
10,1990_august_15_230091468052775099_conformed-copy--l3246--third-jabotabek-urban-development-project--loan-agreement.pdf,third jabotabek urban development project,Description of the Project The objectives of the Project are to assist the Borrower in (a) alleviating poverty in Jabotabek by upgrading the economic environmental and social conditions of lowincome urban communities through a communitybased approach and private sector participation (b) strengthening pollution control and environmental protection in Jabotabek (c) improving infrastructure maintenance in Jabotabek,1990-08-15,61000000.0,USD,1990,1.0,61000000.0,IDN,Indonesia,East Asia & Pacific,Upper middle income,Other
11,1990_august_16_465311468313479511_conformed-copy--l3151--ankara-sewerage-project--loan-agreement.pdf,ankara sewerage project,Description of the Project The objectives of the Project are to provide new facilities and to rehabilitate existing ones in order to bring about environ mental improvements and reduce health hazards in the Greater Ankara area by (a) eliminating the discharge of untreated sewage into the Ankara River and its tributaries (b) introducing new sewerage services and improving existing sewerage services to improve environmental standards and (c) reducing flooding in parts of Ankara that flood during rainstorms,1990-08-16,173000000.0,USD,1990,1.0,173000000.0,TUR,Turkey,Europe & Central Asia,Upper middle income,Other
12,1990_august_16_846341468313225526_conformed-copy--l3057--health-project--loan-agreement.pdf,health project,Description of the Project The objectives of the Project are (i) to improve access to basic health services in the Project Area (ii) to introduce mea sures to improve efficiency in the delivery of health services and the management of the health sector and (iii) to strengthen the technical and managerial capabilities of MOH The Project consists of the following parts subject to such modifications thereof as the Borrower and the Bank may agree upon from time to time to achieve such objectives,1990-08-16,75000000.0,USD,1990,1.0,75000000.0,TUR,Turkey,Europe & Central Asia,Upper middle income,Health care
13,1990_august_1_365931468028798634_conformed-copy--l3201--community-child-care-and-nutrition-project--loan-agreement.pdf,community child care and nutrition project,Description of the Project The objectives of the Project are to assist ICBF in the carrying out of the Program (of which the Project is a part thereof) and in particular (a) to introduce and carry out policies aimed at improving the costeffectiveness of ICBFs operations (b) to support the institutional development of ICBF including strengthening its technical support planning and monitoring capabilities and (c) to evaluate improve and maintain at an appropriate level the quality of HBI services while increasing the number of HBIs,1990-08-01,24000000.0,USD,1990,1.0,24000000.0,COL,Colombia,Latin America & Caribbean ,Upper middle income,Other
14,1990_august_22_783181468252586159_conformed-copy--c2131--integrated-watershed-development-plains-project--loan-agreement.pdf,integrated watershed development (plains) project,,1990-08-22,7000000.0,USD,1990,1.0,7000000.0,IND,India,South Asia,Lower middle income,Urban Development
15,1990_august_24_445361468285898367_conformed-copy--l3218--structural-adjustment-loan--loan-agreement.pdf,structural adjustment loan,,1990-08-24,50000000.0,USD,1990,1.0,50000000.0,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Financial Sector
16,1990_august_31_832451468296115700_conformed-copy--l3247--structural-adjustment-loan--loan-agreement.pdf,structural adjustment loan,,1990-08-31,300000000.0,USD,1990,1.0,300000000.0,POL,Poland,Europe & Central Asia,High income,Financial Sector
17,1990_august_3_582271468012059093_conformed-copy--l3206--social-dimensions-of-adjustment-project--loan-agreement.pdf,social dimensions of adjustment project,Description of the Project The objectives of the Project are to support the Borrower in the implementation of its strategy to improve the welfare of less favored segments of the population and shelter the interests of the most vulnerable groups from the effects of the economic crisis The Project consists of the following parts subject to such modifications,1990-08-03,21500000.0,USD,1990,1.0,21500000.0,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Other
18,1990_august_7_199201468334783713_conformed-copy--l3079--urban-sector-and-regional-development-project--loan-agreement.pdf,urban sector and regional development project,Description of the Project The objectives of the Project are to assist the Borrower inter alia in (i) providing support to urban areas to supply the additional services required to cope with rapid population growth (ii) ensuring adequate levels of maintenance of the existing capital assets of its urban areas (iii) strengthening institutional capacities to appraise proposed investments in its urban areas (iv) supporting training programs for its Local Authorities to enhance delivery of urban services and to ensure the continued financial viability of such Authorities (v) maximizing the financial participation of the private sector in housing supply and (vi) promoting the development of regional programs focussed on its small towns and growth centers,1990-08-07,80000000.0,USD,1990,1.0,80000000.0,ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,Other
19,1990_december_10_126961468289797194_conformed-copy--l3236--telecommunications-project--loan-agreement.pdf,telecommunications project,Description of the Project The objectives of the Project are (i) to support the Guarantors efforts to develop sound policies for the telecommuni cations sector (ii) to facilitate the full commercialization of the Borrower (iii) to improve the quality of telecommunications services (iv) to expand the Borrowers facilities to meet the most urgent demand and (v) to improve the Borrowers financial performance The Project consists of the following Parts subject to such modifications thereof as the Bank and the Borrower may agree upon from time to time to achieve such objectives,1990-12-10,225000000.0,USD,1990,1.0,225000000.0,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Other
20,1990_december_10_441561468020974222_conformed-copy--c2182--fourth-rural-credit-project--loan-agreement.pdf,fourth rural credit project,,1990-12-10,75000000.0,USD,1990,1.0,75000000.0,CHN,China,East Asia & Pacific,Upper middle income,Rural Development
21,1990_december_12_315411468043440043_conformed-copy--l3275--road-infrastructure-planning-and-maintenance-project--loan-agreement.pdf,road infrastructure planning and maintenance project,Description of the Project The objectives of the Project are (a) to strengthen the institutional capabilities of MOC(W) to plan manage and maintain the Borrowers road infrastructure in a costeffective manner (b) to improve the efficiency of the Borrowers investments in the Borrowers road transport sector and (c) to improve road safety,1990-12-12,35000000.0,USD,1990,1.0,35000000.0,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,Road Infrastructure
22,1990_december_14_325161468302998577_conformed-copy--l3279--interest-support-loan--loan-agreement.pdf,interest support loan,,1990-12-14,150000000.0,USD,1990,1.0,150000000.0,VEN,"Venezuela, RB",Latin America & Caribbean ,Upper middle income,Financial Sector
23,1990_december_28_821301468240310549_conformed-copy--l3278--public-sector-reform-loan--loan-agreement.pdf,public sector reform loan,,1990-12-28,304000000.0,USD,1990,1.0,304000000.0,COL,Colombia,Latin America & Caribbean ,Upper middle income,Financial Sector
24,1990_december_4_833971468016863921_china--rural-industrial-technology-_-credit-2186--loan-agreement--conformed.pdf,the project provinces,,1990-12-04,50000000.0,USD,1990,1.0,50000000.0,CHN,China,East Asia & Pacific,Upper middle income,Other
25,1990_february_12_603871468052164505_conformed-copy--l3158--second-secondary-education-and-management-project--loan-agreement.pdf,second secondary education and management project,Description of the Project The objectives of the Project are (a) to improve the quality and sustainability of the Borrowers secondary education system through teacher upgrading programs developing and coordinating the examinations system and improving the quality of science education through the provision of educational materials and (b) to improve management capacity within the education sector The Project consists of the following parts subject to such modifications thereof as the Borrower and the Bank may agree upon from time to time to achieve such objectives,1990-02-12,154200000.0,USD,1990,1.0,154200000.0,IDN,Indonesia,East Asia & Pacific,Upper middle income,Education
26,1990_february_16_554991468238775083_conformed-copy--l3102--water-sector-project-in-the-state-of-sao-paulo--loan-agreement.pdf,water sector project in the state of sao paulo,Description of the Project The objectives of the Project are (i) to improve environmental and health conditions in urban areas of the State through improved and expanded water service and waste water disposal (ii) to optimize the allocation of scarce sector resources through better planning marginal cost analysis and pricing (iii) to improve the Borrowers operational efficiency and financial condition (iv) to support Brazils decentralization efforts by supporting State investments and development (v) to assist in the development of new investment strategies to implement projects with high social content and (vi) to develop and improve safety and environmental protection measures in water and sewerage projects The Project consists of the following parts subject to such modifications,1990-02-16,280000000.0,USD,1990,1.0,280000000.0,BRA,Brazil,Latin America & Caribbean ,Upper middle income,Water Works
27,1990_february_1_328621468247829056_conformed-copy--l3069--slovene-coast-water-supply-and-sewerage-project--loan-agreement-1.pdf,istria water supply and sewerage project,Description of the Project The objectives of the Project are (a) to eliminate existing water shortages in the Project Area (b) to provide additional water supply capacity needed for expansion of the tourism industry and growth in domestic and industrialcommercial demand in the Project Area (c) to reduce unaccountedfor water in the Pula Water Works distribution network (d) to protect existing water sources and coastal tourist areas from pollution and (e) to increase efficiency in the delivery of water supply and sewerage services in the Project Area The Project consists of the following parts subject to such modifications thereof as the Borrower and the Bank may agree upon from time to time to achieve such objectives,1990-02-01,28000000.0,USD,1990,1.0,28000000.0,YUGOS,,,,Water Works
28,1990_february_1_537611468095360158_west-africa--third-regional-development-project-_-loan-3161--loan-agreement--conformed.pdf,third regional development project,Description of the Project in The objectives of the Project are to assist the Borrower financing such productive facilities and resources in the Eligible economic and social Member State as will contribute development to,1990-02-01,15000000.0,USD,1990,1.0,15000000.0,TGO,Togo,Sub-Saharan Africa ,Low income,Other
29,1990_february_1_553321468248955526_conformed-copy--l3069--slovene-coast-water-supply-and-sewerage-project--loan-agreement-2.pdf,slovene coast water supply and sewerage project,Description of the Project The objectives of the Project are as follows (i) to eliminate existing water shortages in the Project Area (ii) to provide additional water supply capacity needed for expansion of the tourism industry and growth in domestic and industrialcommercial demand in the Project Area (iii) to reduce unaccountedfor water in the Rizana Water Works distribution network (iv) to protect existing water sources and coastal tourist areas from pollution and (v) to increase efficiency in the delivery of water supply and sewerage services in the Project Area The Project consists of the following parts subject to such modifications thereof as the Bank and the Borrower may agree upon from time to time to achieve such objectives,1990-02-01,32000000.0,USD,1990,1.0,32000000.0,YUGOS,,,,Water Works
30,1990_february_22_262671468094782907_conformed-copy--l3166--industrial-export-development-project--loan-agreement.pdf,industrial export development project,Description of the Project The objectives of the Project are to (1) strengthen institutional capabilities to facilitate the further development of the industrial sector and (2) assist in financing such productive facilities and resources as will contribute to the expansion of export industries The Project consists of the following parts subject to such modifications thereof as the Bank and the Borrower may agree upon from time to time to achieve such objectives,1990-02-22,260000000.0,USD,1990,1.0,260000000.0,POL,Poland,Europe & Central Asia,High income,Other
31,1990_february_22_466461468296115371_conformed-copy--l3167--agroindustries-export-development-project--loan-agreement.pdf,agroindustries export development project,Description of the Project The objective of the Project is to assist in financing such productive facilities and resources as will contribute to the expansion of export agroindustries The Project consists of the following parts subject to such modifications thereof as the Bank and the Borrower may agree upon from time to time to achieve such objective,1990-02-22,100000000.0,USD,1990,1.0,100000000.0,POL,Poland,Europe & Central Asia,High income,Private Sector Development
32,1990_february_2_422441468292518842_conformed-copy--l3147--transmission-extension-and-reinforcement-project--loan-agreement.pdf,transmission extension and reinforcement project,Description of the Project The objectives of the Project are to (a) provide for the Borrowers implementation of its Core Investment Program for power transmission for FY 1989 through FY 1993 (b) ensure timely completion of the power transmission linkages between the Hab Power Complex and the national 500 kV (kilovolt) electric power network (c) extend and reinforce the Borrowers 500 kV power transmission network to ensure adequate and effective evacuation of power from the Borrowers main thermal power generation centers at Guddu and Multan to major load centers located in the middle and northern portions of the territory of the Guarantor and (d) strengthen the Borrowers capabilities to implement operate and maintain an efficient and economic power transmission system,1990-02-02,162000000.0,USD,1990,1.0,162000000.0,PAK,Pakistan,South Asia,Lower middle income,Energy and Grid
33,1990_february_2_586931468145152507_conformed-copy--c2078--rural-electrification-project--loan-agreement.pdf,rural electrification project,,1990-02-02,123000000.0,USD,1990,1.0,123000000.0,PAK,Pakistan,South Asia,Lower middle income,Rural Development
34,1990_february_2_954651468026689066_conformed-copy--l3103--fourth-power-project--loan-agreement.pdf,fourth power project,Description of the Project The objectives of the Project are to assist the Borrower in the carrying out of investments for power generation transmission and distribution to most growing electric power demand and in the establishment of improved operational and financial practices The Project consists of the following parts subject to such modifications thereof as the Bank and the Borrower may agree upon from time to time to achieve such objectives,1990-02-02,165000000.0,USD,1990,1.0,165000000.0,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,Energy and Grid
35,1990_february_4_788911468053944931_conformed-copy--l3159--interest-support-loan--loan-agreement.pdf,interest support loan,,1990-02-04,1260000000.0,USD,1990,1.0,1260000000.0,MEX,Mexico,Latin America & Caribbean ,Upper middle income,Financial Sector
36,1990_february_7_165011468011151104_conformed-copy--l3143--financial-markets-project--loan-agreement.pdf,financial markets project,Description of the Project The objectives of the Project are to assist the Borrower in reforming its financial sector strengthening its securities and banking markets and its leasing,1990-02-07,130000000.0,USD,1990,1.0,130000000.0,CHL,Chile,Latin America & Caribbean ,High income,Private Sector Development
37,1990_february_7_214111468059951800_conformed-copy--l3136--industrial-finance-project--loan-agreement-2.pdf,industrial finance project,Description of the Project The objectives of the Project are to (i) assist in financing such productive facilities and resources as will contribute to the development of the Guarantors industrial and tourism sectors and the expansion of exports and (ii) strengthen institutional capabilities to facilitate such development and expansion The Project consists of the following Parts subject to such modifications thereof as the Bank and the Borrower may agree upon from time to time to achieve such objectives,1990-02-07,12000000.0,USD,1990,1.0,12000000.0,MAR,Morocco,Middle East & North Africa,Lower middle income,Private Sector Development
38,1990_february_7_236061468274189148_conformed-copy--l3136--industrial-finance-project--loan-agreement-6.pdf,industrial finance project,Description of the Project The objectives of the Project are to (i) assist in financing such productive facilities and resources as will contribute to the development of the Guarantors industrial and tourism sectors and the expansion of exports and (ii) strengthen institutional capabilities to facilitate such development and expansion The Project consists of the following Parts subject to such modifications thereof as the Bank and the Borrower may agree upon from time to time to achieve such,1990-02-07,5000000.0,USD,1990,1.0,5000000.0,MAR,Morocco,Middle East & North Africa,Lower middle income,Private Sector Development
39,1990_february_7_408261468059043876_conformed-copy--l3136--industrial-finance-project--loan-agreement-5.pdf,industrial finance project,Description of the Project The objectives of the Project are to (i) assist in financing such productive facilities and resources as will contribute to the development of the Guarantors industrial and tourism sectors and the expansion of exports and (ii) strengthen institutional capabilities to facilitate such development and expansion The Project consists of the following Parts subject,1990-02-07,12000000.0,USD,1990,1.0,12000000.0,MAR,Morocco,Middle East & North Africa,Lower middle income,Private Sector Development
40,1990_february_7_484641468287378263_conformed-copy--l3136--industrial-finance-project--loan-agreement-7.pdf,industrial finance project,Description of the Project The objectives of the Project are to (i) assist in financing such productive facilities and resources as will contribute to the development of the Guarantors industrial and tourism sectors and the expansion of exports and (ii) strengthen institutional capabilities to facilitate such development and expansion The Project consists of the following Parts subject to such modifications thereof as the Bank and the Borrower may agree upon from time to time to achieve such objectives,1990-02-07,9000000.0,USD,1990,1.0,9000000.0,MAR,Morocco,Middle East & North Africa,Lower middle income,Private Sector Development
41,1990_february_7_741731468054580930_conformed-copy--l3136--industrial-finance-project--loan-agreement-1.pdf,industrial finance project,Description of the Project The objectives of the Project are to (i) assist in financing such productive facilities and resources as will contribute to the development of the Guarantors industrial and tourism sectors and the expansion of exports and (ii) strengthen institutional capabilities to facilitate such development and expansion The Project consists of the following Parts subject to such modifications thereof as the Bank and the Borrower may agree upon from time to time to achieve such objectives,1990-02-07,50000000.0,USD,1990,1.0,50000000.0,MAR,Morocco,Middle East & North Africa,Lower middle income,Private Sector Development
42,1990_february_7_816671468053053986_conformed-copy--l3136--industrial-finance-project--loan-agreement-3.pdf,industrial finance project,Description of the Project The objectives of the Project are to (i) assist in financing such productive facilities and resources as will contribute to the development of the Guarantors industrial and tourism sectors and the expansion of exports and (ii) strengthen institutional capabilities to facilitate such development and expansion The Project consists of the following Parts subject to such modifications thereof as the Bank and the Borrower may agree upon from time to time to achieve such,1990-02-07,25000000.0,USD,1990,1.0,25000000.0,MAR,Morocco,Middle East & North Africa,Lower middle income,Private Sector Development
43,1990_february_7_995471468120545067_conformed-copy--l3136--industrial-finance-project--loan-agreement-4.pdf,industrial finance project,Description of the Project The objectives of the Project are to (i) assist in financing such productive facilities and resources as will contribute to the development of the Guarantors industrial and tourism sectors and the expansion of exports and (ii) strengthen institutional capabilities to facilitate such development and expansion The Project consists of the following Parts subject to such modifications thereof as the Bank and the,1990-02-07,40000000.0,USD,1990,1.0,40000000.0,MAR,Morocco,Middle East & North Africa,Lower middle income,Private Sector Development
44,1990_february_9_411291468033294428_conformed-copy--c2076--punjab-irrigation-and-drainage-project--loan-agreement.pdf,punjab irrigation and drainage project,,1990-02-09,15000000.0,USD,1990,1.0,15000000.0,IND,India,South Asia,Lower middle income,Other
45,1990_january_10_784351468234894668_conformed-copy--l3130--third-agricultural-research-project--loan-agreement.pdf,third agricultural research project,Description of the Project The objectives of the Project are (i) to strengthen EMBRAPAs and the State Research Agencies capability to generate and disseminate technology which would contribute to sustained agricultural development in two distinct agroecological regions the Legal Amazon and the Northeast and (ii) to increase the efficiency of the national cooperative research system by consolidating research planning and monitoring procedures within the various units and institutions belonging to the system under the coordination of EMBRAPA,1990-01-10,47000000.0,USD,1990,1.0,47000000.0,BRA,Brazil,Latin America & Caribbean ,Upper middle income,Agriculture
46,1990_january_11_125511468051878371_conformed-copy--l3145--highway-rehabilitation-and-improvement-project--loan-agreement.pdf,highway rehabilitation and improvement project,Description of the Project The objectives of the Project are (i) to improve timely road maintenance (ii) to enhance cost effectiveness of road maintenance (iii) to upgrade road maintenance planning programming and management and (iv) to promote road safety The Project consists of the following parts subject to such modifications thereof as the Borrower and the Bank may agree upon from time to time to achieve such objectives,1990-01-11,83200000.0,USD,1990,1.0,83200000.0,MYS,Malaysia,East Asia & Pacific,Upper middle income,Road Infrastructure
47,1990_january_11_891941468049466312_conformed-copy--l3139--rubber-industry-smallholders-development-authority-project--loan-agreement.pdf,rubber industry smallholders development authority project,Description of the Project The objectives of the Project are to increase productivity and incomes of rubber small holders and to improve RISDAs institutional efficiency The Project consists of the following parts subject to such modifications thereof as the Borrower and the Bank may agree upon from time to time to achieve such objectives,1990-01-11,71000000.0,USD,1990,1.0,71000000.0,MYS,Malaysia,East Asia & Pacific,Upper middle income,Agriculture
48,1990_january_16_733341468033245855_conformed-copy--l3155--abidjan-environmental-protection-project--loan-agreement.pdf,abidjan environmental protection project,Description of the Project The objectives of the Project are to strengthen Abidjans households and industrial waste water disposal facilities and to restore the ecological conditions of Abidjans lagoon The Project consists of the following parts subject to such modifications,1990-01-16,21900000.0,USD,1990,1.0,21900000.0,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,Water Works
49,1990_january_19_603521468295511275_conformed-copy--l3146--second-municipal-development-project--loan-agreement.pdf,second municipal development project,Description of the Project The objectives of the Project are to (i) assist local governments to provide basic infrastructure services and facilities especially to lower income communities and (ii) strengthen the financial technical and managerial capabilities of Local Government Units The Project consists of the following parts subject to such modifications thereof as the Borrower and the Bank may agree upon from time to time to achieve such objectives,1990-01-19,40000000.0,USD,1990,1.0,40000000.0,PHL,Philippines,East Asia & Pacific,Lower middle income,Other
50,1990_january_23_531161468272091367_conformed-copy--l3141--second-agricultural-marketing-project--loan-agreement.pdf,second agricultural marketing project,Description of the Project The objectives of the Project are (i) to improve the efficiency of the food marketing system in Mexico through the adoption of modern technology and improved marketing methods (ii) to improve the conditions of competition through better dissemination of information on prices and volumes of products traded and (iii) to strengthen FIDECs institutional capabilities The Project consists of the following parts subject to such modifications thereof as the Bank and the Borrower may agree upon from time to time to achieve such objectives,1990-01-23,100000000.0,USD,1990,1.0,100000000.0,MEX,Mexico,Latin America & Caribbean ,Upper middle income,Agriculture
51,1990_january_25_707061468302738531_conformed-copy--l3153--technical-assistance-project--loan-agreement.pdf,technical assistance project,Description of the Project The objectives of the Project are to assist the Borrower (a) in the implementation of its medium term adjustment program (b) in the strengthening of social sector policies and programs including the design and preparation of programs to alleviate the social costs of adjustment and (c) in .he preparation of related adjustment programs and other operations,1990-01-25,4000000.0,USD,1990,1.0,4000000.0,TTO,Trinidad and Tobago,Latin America & Caribbean ,High income,Other
52,1990_january_25_982071468334274747_conformed-copy--l3152--structural-adjustment-loan--loan-agreement.pdf,structural adjustment loan,,1990-01-25,40000000.0,USD,1990,1.0,40000000.0,TTO,Trinidad and Tobago,Latin America & Caribbean ,High income,Financial Sector
53,1990_january_31_669111468337266603_conformed-copy--l3063--agricultural-credit-and-export-promotion-project--loan-agreement.pdf,agricultural credit and export promotion project,Description of the Project The objectives of the Project are to (i) increase credit to smallholder and commercial farmers (ii) strengthen the operational capacities of AFC including expansion of its field facilities (iii) promote the use of farmer groups for credit produce procurement and input supply purposes (iv) expand and improve cotton processing and postharvest facilities and (v) strengthen horticultural postharvest research as well as export marketing The Project consists of the following parts subject to such modifications thereof as the Borrower and the Bank may agree upon from time to time to achieve such objectives,1990-01-31,36300000.0,USD,1990,1.0,36300000.0,ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,Agriculture
54,1990_january_5_658601468273303198_conformed-copy--l3142--industry-and-trade-policy-adjustment-loan--loan-agreement.pdf,industry and trade policy adjustment loan,,1990-01-05,150000000.0,USD,1990,1.0,150000000.0,JOR,Jordan,Middle East & North Africa,Upper middle income,Financial Sector
55,1990_july_27_260891468290103735_conformed-copy--l3241--transport-sector-project--loan-agreement.pdf,transport sector project,Description of the Project The objectives of the Project are to assist the Borrower in the carrying out of measures for (a) reforming the transport sectors policies and institutions (b) restructuring NHB and the carrying out of its priority investment and maintenance operations and (c) restructuring PR improving its organization and operating practices and the carrying out of its priority investment and maintenance operations,1990-07-27,184000000.0,USD,1990,1.0,184000000.0,PAK,Pakistan,South Asia,Lower middle income,Other
56,1990_july_27_619901468772182028_conformed-copy--l3172--integrated-phosphate-project--loan-agreement.pdf,integrated phosphate project,Description of the Project The objectives of the Project are (i) to develop the Borrowers phosphate Beneficiation Plant facilities in order to expand the Borrowers capacity to produce and export phosphate ore and (ii) to rehabilitate the Borrowers Fertilizer Plant in order to expand the Borrowers capacity to produce and export phosphate fertilizer The Project consists of the following parts subject to such modifications thereof as the Bank and the Borrower may agree upon from time to time to achieve such objectives,1990-07-27,25000000.0,USD,1990,1.0,25000000.0,JOR,Jordan,Middle East & North Africa,Upper middle income,Other
57,1990_july_2_291921468295198343_conformed-copy--l3215--energy-resource-development-project--loan-agreement.pdf,energy resource development project,Description of the Project The objectives of the Project are to assist the Borrower in increasing its natural gas production and in improving its manage ment and operations The Project consists of the following parts subject to such modifications thereof as the Borrower and the Bank may agree upon from time to time to achieve such objectives,1990-07-02,250000000.0,USD,1990,1.0,250000000.0,POL,Poland,Europe & Central Asia,High income,Agriculture
58,1990_july_6_261741468043502570_conformed-copy--l3243--second-forestry-institutions-and-conservation-project--loan-agreement.pdf,second forestry institutions and conservation project,Description of the Project The objectives of the Project are to reduce the pace of deforestation and to sustain and maximize the longterm benefits from forest resources in Indonesia including benefits for the local people The Project consists of the following parts subject to such modifications thereof as the Borrower and the Bank may agree upon from time to time to achieve such objectives,1990-07-06,20000000.0,USD,1990,1.0,20000000.0,IDN,Indonesia,East Asia & Pacific,Upper middle income,Other
59,1990_july_6_436671468042269159_conformed-copy--l3209--gas-utilization-project--loan-agreement.pdf,gas utilization project,Description of the Project The objectives of the Project are to promote the use of natural gas as fuel for power generation manufacturing industries and commercial entities in and around Surabaya and Medan to develop Indonesian expertise in longterm planning of gas utilization through the skills upgrading of PGN MIGAS and LEMIGAS to improve PGNs management capabilities to develop cost effective standards and to promote the establishment of a regulatory system for safe and efficient transportation and utilization of natural gas The Project consists of the following parts subject to such modifications thereof as the Borrower and the Bank may agree upon from time to time to achieve such objectives,1990-07-06,86000000.0,USD,1990,1.0,86000000.0,IDN,Indonesia,East Asia & Pacific,Upper middle income,Energy and Grid
60,1990_july_6_503881468258537286_conformed-copy--l3219--second-jabotabek-urban-development-project--loan-agreement.pdf,second jabotabek urban development project,Description of the Project The objectives of the Project are to develop and implement a coordinated program of physical investments human resource develop ment technical assistance and policies for urban water supply waste water disposal drainage and water resourcequality management in the Jabotabek area The Project consists of the following parts subject to such modifications thereof as the Borrower and the Bank may agree upon from time to time to achieve such objectives,1990-07-06,190000000.0,USD,1990,1.0,190000000.0,IDN,Indonesia,East Asia & Pacific,Upper middle income,Water Works
