"","Year","Country","Topic","sum_per_topic","Loan_prop"
"183",1992,"India","Energy and Grid",6.15e+08,0.066865269200661
"184",1992,"India","Other",4.59e+08,0.0499043228668348
"185",1992,"Indonesia","Education",143100000,0.0155584065408367
"186",1992,"Indonesia","Energy and Grid",423600000,0.0460554927372358
"187",1992,"Indonesia","Financial Sector",87600000,0.00952422371053318
"188",1992,"Indonesia","Other",3.75e+08,0.0407715056101592
"189",1992,"Indonesia","Road Infrastructure",2.15e+08,0.0233756632164913
"190",1992,"Iran, Islamic Rep.","Other",1.34e+08,0.0145690180046969
"191",1992,"Korea, Rep.","Education",8e+07,0.00869792119683396
"192",1992,"Korea, Rep.","Other",3e+07,0.00326172044881273
"193",1992,"Korea, Rep.","Water Works",4e+07,0.00434896059841698
"194",1992,"Latvia","Financial Sector",4.5e+07,0.0048925806732191
"195",1992,"Lithuania","Financial Sector",6e+07,0.00652344089762547
"196",1992,"Malaysia","Agriculture",9.4e+07,0.0102200574062799
"197",1992,"Malaysia","Education",1.41e+08,0.0153300861094198
"198",1992,"Mauritius","Other",1.5e+07,0.00163086022440637
"199",1992,"Mexico","Agriculture",1.5e+08,0.0163086022440637
"200",1992,"Morocco","Financial Sector",2.75e+08,0.0298991041141167
"201",1992,"Nigeria","Agriculture",42500000,0.00462077063581804
"202",1992,"Nigeria","Other",67500000,0.00733887100982865
"203",1992,"Pakistan","Other",1.8e+08,0.0195703226928764
"204",1992,"Philippines","Education",8.5e+07,0.00924154127163608
"205",1992,"Philippines","Financial Sector",2e+08,0.0217448029920849
"206",1992,"Philippines","Other",309300000,0.0336283378272593
"207",1992,"Poland","Health care",1.3e+08,0.0141341219448552
"208",1992,"Poland","Private Sector Development",2.6e+08,0.0282682438897104
"209",1992,"Romania","Financial Sector",4e+08,0.0434896059841698
"210",1992,"Romania","Private Sector Development",1e+08,0.0108724014960424
"211",1992,"Russian Federation","Financial Sector",6e+08,0.0652344089762547
"212",1992,"Tunisia","Education",7.5e+07,0.00815430112203184
"213",1992,"Tunisia","Other",1.35e+08,0.0146777420196573
"214",1992,"Turkey","Agriculture",5.5e+07,0.00597982082282335
"215",1992,"Turkey","Energy and Grid",2.7e+08,0.0293554840393146
"216",1992,"Turkey","Other",294200000,0.0319866052013569
"217",1992,"Uruguay","Other",6.5e+07,0.00706706097242759
"218",1992,"Zimbabwe","Financial Sector",2.5e+08,0.0271810037401061
"219",1993,"Algeria","Education",4e+07,0.00370027752081406
"220",1993,"Algeria","Other",2.3e+08,0.0212765957446809
"221",1993,"Armenia","Other",1.2e+07,0.00111008325624422
"222",1993,"Belarus","Financial Sector",1.2e+08,0.0111008325624422
"223",1993,"Belarus","Other",8300000,0.000767807585568918
"224",1993,"China","Energy and Grid",3e+08,0.0277520814061055
"225",1993,"China","Financial Sector",4.2e+08,0.0388529139685476
"226",1993,"China","Other",1.06e+09,0.0980573543015726
"227",1993,"China","Urban Development",1.5e+08,0.0138760407030527
"228",1993,"Colombia","Other",3.9e+07,0.00360777058279371
"229",1993,"Costa Rica","Financial Sector",1e+08,0.00925069380203515
"230",1993,"Costa Rica","Health care",2.2e+07,0.00203515263644773
"231",1993,"Czech Republic","Other",8e+07,0.00740055504162812
"232",1993,"Ecuador","Health care",7e+07,0.00647548566142461
"233",1993,"Egypt, Arab Rep.","Private Sector Development",1.3e+08,0.0120259019426457
"234",1993,"Fiji","Road Infrastructure",1.5e+07,0.00138760407030527
"235",1993,"Gabon","Other",22500000,0.00208140610545791
"236",1993,"Guatemala","Other",2e+07,0.00185013876040703
"237",1993,"Hungary","Health care",9.1e+07,0.00841813135985199
"238",1993,"Hungary","Other",1.61e+08,0.0148936170212766
"239",1993,"Hungary","Road Infrastructure",9e+07,0.00832562442183164
"240",1993,"India","Agriculture",7.5e+07,0.00693802035152636
"241",1993,"India","Energy and Grid",3.7e+08,0.0342275670675301
"242",1993,"India","Other",3e+08,0.0277520814061055
"243",1993,"Indonesia","Agriculture",120500000,0.0111470860314524
"244",1993,"Indonesia","Energy and Grid",1.04e+08,0.00962072155411656
"245",1993,"Indonesia","Health care",93500000,0.00864939870490287
"246",1993,"Indonesia","Other",96100000,0.00888991674375578
"247",1993,"Indonesia","Private Sector Development",3.07e+08,0.0283996299722479
"248",1993,"Indonesia","Road Infrastructure",1.55e+08,0.0143385753931545
"249",1993,"Indonesia","Water Works",8e+07,0.00740055504162812
"250",1993,"Iran, Islamic Rep.","Agriculture",1.57e+08,0.0145235892691952
"251",1993,"Iran, Islamic Rep.","Energy and Grid",1.65e+08,0.015263644773358
"252",1993,"Iran, Islamic Rep.","Health care",141400000,0.0130804810360777
"253",1993,"Jordan","Financial Sector",8e+07,0.00740055504162812
"254",1993,"Jordan","Health care",2e+07,0.00185013876040703
"255",1993,"Jordan","Road Infrastructure",3.5e+07,0.0032377428307123
"256",1993,"Kazakhstan","Financial Sector",2.18e+08,0.0201665124884366
"257",1993,"Korea, Rep.","Other",1.7e+08,0.0157261794634598
"258",1993,"Korea, Rep.","Private Sector Development",1e+08,0.00925069380203515
"259",1993,"Lebanon","Other",1.75e+08,0.0161887141535615
"260",1993,"Malaysia","Health care",5e+07,0.00462534690101758
"261",1993,"Malaysia","Other",1.07e+08,0.00989824236817761
"262",1993,"Mauritius","Education",2e+07,0.00185013876040703
"263",1993,"Moldova","Agriculture",2.6e+07,0.00240518038852914
"264",1993,"Moldova","Financial Sector",6e+07,0.00555041628122109
"265",1993,"Morocco","Agriculture",2.5e+07,0.00231267345050879
"266",1993,"Morocco","Energy and Grid",4e+07,0.00370027752081406
"267",1993,"Morocco","Other",6.05e+08,0.0559666975023127
"268",1993,"Morocco","Private Sector Development",4e+06,0.000370027752081406
"269",1993,"Morocco","Water Works",1.6e+08,0.0148011100832562
"270",1993,"Pakistan","Financial Sector",4.5e+08,0.0416281221091582
"271",1993,"Panama","Road Infrastructure",6e+07,0.00555041628122109
"272",1993,"Papua New Guinea","Agriculture",2.7e+07,0.00249768732654949
"273",1993,"Papua New Guinea","Education",3.5e+07,0.0032377428307123
"274",1993,"Papua New Guinea","Other",6900000,0.000638297872340425
"275",1993,"Peru","Energy and Grid",2.2e+08,0.0203515263644773
"276",1993,"Philippines","Agriculture",51300000,0.00474560592044403
"277",1993,"Philippines","Other",1.97e+08,0.0182238667900093
"278",1993,"Poland","Agriculture",3e+08,0.0277520814061055
"279",1993,"Poland","Other",1.46e+08,0.0135060129509713
"280",1993,"Poland","Private Sector Development",4.5e+08,0.0416281221091582
"281",1993,"Poland","Road Infrastructure",1.5e+08,0.0138760407030527
"282",1993,"Romania","Urban Development",1.2e+08,0.0111008325624422
"283",1993,"Russian Federation","Private Sector Development",7e+08,0.0647548566142461
"284",1993,"Seychelles","Other",4500000,0.000416281221091582
"285",1993,"Slovak Republic","Other",5.5e+07,0.00508788159111933
"286",1993,"Slovenia","Financial Sector",8e+07,0.00740055504162812
"287",1993,"Tunisia","Other",216500000,0.0200277520814061
"288",1993,"Turkey","Agriculture",1.44e+08,0.0133209990749306
"289",1993,"Turkey","Other",12500000,0.00115633672525439
"290",1993,"Turkey","Water Works",1.17e+08,0.0108233117483811
"291",1993,"Ukraine","Other",2.7e+07,0.00249768732654949
"292",1994,"Algeria","Education",5.1e+07,0.00206385480990226
"293",1994,"Algeria","Other",3e+07,0.00121403224111898
"294",1994,"Algeria","Rural Development",5.1e+07,0.00206385480990226
"295",1994,"Algeria","Water Works",2.2e+08,0.00890290310153916
"296",1994,"Argentina","Agriculture",5e+08,0.0202338706853163
"297",1994,"Argentina","Private Sector Development",8500000,0.000343975801650376
"298",1994,"Belarus","Agriculture",83800000,0.00339119672685901
"299",1994,"Belize","Energy and Grid",11500000,0.000465379025762274
"300",1994,"Brazil","Road Infrastructure",2.2e+08,0.00890290310153916
"301",1994,"Brazil","Water Works",2.94e+08,0.011897515962966
"302",1994,"Bulgaria","Financial Sector",1.25e+08,0.00505846767132907
"303",1994,"Bulgaria","Water Works",9.8e+07,0.00396583865432199
"304",1994,"Chile","Road Infrastructure",1.2e+08,0.0048561289644759
"305",1994,"China","Energy and Grid",3.5e+08,0.0141637094797214
"306",1994,"China","Other",1.91e+09,0.0772933860179081
"307",1994,"China","Private Sector Development",1.5e+08,0.00607016120559488
"308",1994,"China","Road Infrastructure",1.22e+09,0.0493706444721717
"309",1994,"China","Water Works",4.6e+08,0.018615161030491
"310",1994,"Colombia","Other",5e+07,0.00202338706853163
"311",1994,"Croatia","Other",2.56e+08,0.0103597417908819
"312",1994,"Ecuador","Financial Sector",2e+08,0.00809354827412651
"313",1994,"Ecuador","Other",9.2e+07,0.00372303220609819
"314",1994,"Ecuador","Private Sector Development",2e+07,0.000809354827412651
"315",1994,"Ecuador","Rural Development",3e+07,0.00121403224111898
"316",1994,"Egypt, Arab Rep.","Agriculture",1.08e+08,0.00437051606802831
"317",1994,"Egypt, Arab Rep.","Other",107400000,0.00434623542320593
"318",1994,"Estonia","Other",76800000,0.00310792253726458
"319",1994,"Estonia","Private Sector Development",2e+07,0.000809354827412651
"320",1994,"Estonia","Road Infrastructure",2.4e+07,0.000971225792895181
"321",1994,"Eswatini","Urban Development",2.9e+07,0.00117356449974834
"322",1994,"Gabon","Financial Sector",6e+07,0.00242806448223795
"323",1994,"Gabon","Urban Development",10400000,0.000420864510254578
"324",1994,"Hungary","Energy and Grid",2e+08,0.00809354827412651
"325",1994,"India","Agriculture",4.29e+08,0.0173606610480014
"326",1994,"India","Urban Development",1.88e+08,0.00760793537767891
"327",1994,"Indonesia","Agriculture",1.3e+08,0.00526080637818223
"328",1994,"Indonesia","Education",117800000,0.00476709993346051
"329",1994,"Indonesia","Energy and Grid",5.21e+08,0.0210836932540995
"330",1994,"Indonesia","Financial Sector",1.6e+08,0.0064748386193012
"331",1994,"Indonesia","Other",584400000,0.0236493480569976
"332",1994,"Indonesia","Private Sector Development",5e+07,0.00202338706853163
"333",1994,"Indonesia","Road Infrastructure",801500000,0.032434894708562
"334",1994,"Indonesia","Rural Development",101500000,0.0041074757491192
"335",1994,"Indonesia","Urban Development",3.48e+08,0.0140827739969801
"336",1994,"Indonesia","Water Works",331400000,0.0134110094902276
"337",1994,"Jamaica","Other",26400000,0.0010683483721847
"338",1994,"Jamaica","Private Sector Development",3.5e+07,0.00141637094797214
"339",1994,"Jordan","Agriculture",173200000,0.00700901280539355
"340",1994,"Jordan","Private Sector Development",4e+07,0.0016187096548253
"341",1994,"Kazakhstan","Other",31400000,0.00127068707903786
"342",1994,"Kazakhstan","Urban Development",8e+07,0.0032374193096506
"343",1994,"Korea, Rep.","Education",3.8e+08,0.0153777417208404
"344",1994,"Korea, Rep.","Other",2.55e+08,0.0103192740495113
"345",1994,"Korea, Rep.","Urban Development",3e+08,0.0121403224111898
"346",1994,"Latvia","Agriculture",5e+07,0.00202338706853163
"347",1994,"Latvia","Private Sector Development",4e+07,0.0016187096548253
"348",1994,"Latvia","Water Works",4e+06,0.00016187096548253
"349",1994,"Lebanon","Health care",35700000,0.00144469836693158
"350",1994,"Lebanon","Other",154340000,0.00624579120314342
"351",1994,"Lithuania","Energy and Grid",26400000,0.0010683483721847
"352",1994,"Lithuania","Water Works",7000600,0.00028329847023925
"353",1994,"Malaysia","Other",1.4e+08,0.00566548379188855
"354",1994,"Mauritius","Other",15400000,0.000623203217107741
"355",1994,"Mexico","Agriculture",1.7e+08,0.00687951603300753
"356",1994,"Mexico","Education",4.12e+08,0.0166727094447006
"357",1994,"Mexico","Other",5.68e+08,0.0229856770985193
"358",1994,"Mexico","Rural Development",5e+08,0.0202338706853163
"359",1994,"Mexico","Water Works",3.5e+08,0.0141637094797214
"360",1994,"Moldova","Financial Sector",6e+07,0.00242806448223795
"361",1994,"Morocco","Agriculture",2.42e+08,0.00979319341169307
"362",1994,"Morocco","Other",6e+06,0.000242806448223795
"363",1994,"North Macedonia","Financial Sector",4.8e+07,0.00194245158579036
"364",1994,"Pakistan","Energy and Grid",4.6e+08,0.018615161030491
"365",1994,"Pakistan","Private Sector Development",7.16e+08,0.0289749028213729
"366",1994,"Papua New Guinea","Other",1.1e+07,0.000445145155076958
"367",1994,"Paraguay","Agriculture",5e+07,0.00202338706853163
"368",1994,"Paraguay","Private Sector Development",5e+07,0.00202338706853163
"369",1994,"Peru","Education",146400000,0.0059244773366606
"370",1994,"Peru","Energy and Grid",2.94e+08,0.011897515962966
"371",1994,"Peru","Financial Sector",1.5e+08,0.00607016120559488
"372",1994,"Peru","Health care",3.4e+07,0.00137590320660151
"373",1994,"Peru","Other",1.13e+08,0.00457285477488148
"374",1994,"Peru","Water Works",1.5e+08,0.00607016120559488
"375",1994,"Philippines","Energy and Grid",3.56e+08,0.0144065159279452
"376",1994,"Philippines","Other",8e+07,0.0032374193096506
"377",1994,"Poland","Financial Sector",3.4e+08,0.0137590320660151
"378",1994,"Poland","Other",9e+07,0.00364209672335693
"379",1994,"Romania","Education",1e+08,0.00404677413706325
"380",1994,"Romania","Private Sector Development",526200000,0.0212941255092268
"381",1994,"Russian Federation","Agriculture",4.8e+08,0.0194245158579036
"382",1994,"Russian Federation","Other",1.15e+09,0.0465379025762274
"383",1994,"Russian Federation","Private Sector Development",9.6e+08,0.0388490317158072
"384",1994,"Russian Federation","Road Infrastructure",6e+08,0.0242806448223795
"385",1994,"Russian Federation","Rural Development",7e+07,0.00283274189594428
"386",1994,"Slovak Republic","Financial Sector",8e+07,0.0032374193096506
"387",1994,"Thailand","Other",1.55e+08,0.00627249991244804
"388",1994,"Trinidad and Tobago","Water Works",2.5e+07,0.00101169353426581
"389",1994,"Tunisia","Education",196600000,0.00795595795346635
"390",1994,"Tunisia","Other",27500000,0.00111286288769239
"391",1994,"Tunisia","Private Sector Development",1.2e+08,0.0048561289644759
"392",1994,"Tunisia","Water Works",1.16e+08,0.00469425799899337
"393",1994,"Turkey","Health care",3e+08,0.0121403224111898
"394",1994,"Turkey","Private Sector Development",2e+08,0.00809354827412651
"395",1994,"Turkmenistan","Other",2.5e+07,0.00101169353426581
"396",1994,"Ukraine","Financial Sector",1e+09,0.0404677413706325
"397",1994,"Uruguay","Agriculture",4.1e+07,0.00165917739619593
"398",1994,"Uruguay","Education",31500000,0.00127473385317492
"399",1994,"Uruguay","Other",4.1e+07,0.00165917739619593
"400",1994,"Uruguay","Private Sector Development",3.5e+07,0.00141637094797214
"401",1994,"Venezuela, RB","Health care",5.4e+07,0.00218525803401416
"402",1994,"Venezuela, RB","Other",5.8e+07,0.00234712899949669
"403",1994,"Zimbabwe","Energy and Grid",1.8e+08,0.00728419344671385
"404",1995,"Algeria","Financial Sector",3e+08,0.0109653893292431
"405",1995,"Algeria","Road Infrastructure",2.6e+08,0.00950333741867737
"406",1995,"Argentina","Education",280500000,0.0102526390228423
"407",1995,"Argentina","Financial Sector",8e+08,0.029241038211315
"408",1995,"Argentina","Other",1.661e+09,0.0607117055862427
"409",1995,"Argentina","Private Sector Development",68500000,0.00250376389684384
"410",1995,"Argentina","Rural Development",1.84e+08,0.00672543878860244
"411",1995,"Brazil","Other",5e+06,0.000182756488820719
"412",1995,"Brazil","Rural Development",3.16e+08,0.0115502100934694
"413",1995,"Brazil","Urban Development",2.01e+08,0.00734681085059289
"414",1995,"Bulgaria","Agriculture",5e+07,0.00182756488820719
"415",1995,"Bulgaria","Other",9.5e+07,0.00347237328759365
"416",1995,"Chile","Education",3.5e+07,0.00127929542174503
"417",1995,"China","Agriculture",4e+08,0.0146205191056575
"418",1995,"China","Energy and Grid",2.29e+09,0.0837024718798891
"419",1995,"China","Financial Sector",7.5e+07,0.00274134733231078
"420",1995,"China","Other",1.316e+09,0.0481015078576131
"421",1995,"China","Road Infrastructure",5.2e+08,0.0190066748373547
"422",1995,"China","Rural Development",142500000,0.00520855993139048
